address,allocation,withdrawn,created,cliff,expiration,latestVotingPower,delegatee,rangeStart,rangeEnd
0xDbBB1bD4cbDA95dd2f1477be139C3D6cb9d2B349,15624.68125,0.0,1680307199,1680307199,1743465599,781.2340625,0xDbBB1bD4cbDA95dd2f1477be139C3D6cb9d2B349,0.0,0.0
0x5a9B2c31877997Da49e99e6143cdDAa33e4C6820,1560.634375,0.0,1680307199,1680307199,1743465599,78.03171875,0x5a9B2c31877997Da49e99e6143cdDAa33e4C6820,0.0,0.0
0xaD3bBda40D6Bf9Ce9488a08ea478081110a6Ac43,7809.28125,0.0,1680307199,1680307199,1743465599,390.4640625,0xaD3bBda40D6Bf9Ce9488a08ea478081110a6Ac43,0.0,0.0
0xE094a22330b1EB7d69BB6342A63c59C07c1A5B4c,156246.79375,0.0,1680307199,1680307199,1743465599,7812.3396875,0xE094a22330b1EB7d69BB6342A63c59C07c1A5B4c,0.0,0.0
0xBbA4C8eB57DF16c4CfAbe4e9A3Ab697A3e0C65D8,23433.959375,0.0,1680307199,1680307199,1743465599,1171.69796875,0x1D1a13b16667c284b87de62CAEEfF0ce89E342B2,0.0,0.0
0xCf0fB739fB119B4E41E872A2A1223832900f0361,200000.0,0.0,1680307199,1680307199,1743465599,10000.0,0x12775CBC43c426Db9802EDa0dF0c36855aE5Ed6c,0.0,0.0
0xA5D50703dab1438a241bdd8CED7BfE7dF578F9D5,640624.6563,0.0,1680307199,1680307199,1743465599,32031.232815,0xA5D50703dab1438a241bdd8CED7BfE7dF578F9D5,0.0,0.0
0x5F43Cd8B5Eead549de4444a644B4Cb425A4ea5b2,50000.0,0.0,1680307199,1680307199,1743465599,2500.0,0xAf98Bb4bCeD00A17fFE020499C342CFC3511Fb10,0.0,0.0
0x0907742ce0A894b6a5D70E9df2C8D2FADCAF4039,50000.0,0.0,1680307199,1680307199,1743465599,2500.0,0x0907742ce0A894b6a5D70E9df2C8D2FADCAF4039,0.0,0.0
0x828b1443F0bf41cA4Bf9E211C984bFcd99508445,35000.0,0.0,1680307199,1680307199,1743465599,1750.0,0x828b1443F0bf41cA4Bf9E211C984bFcd99508445,0.0,0.0
